Resorts (532 Found),Avg User Rating,"Family /
Adults Only",Direct USD 2026,Direct CAD 2026,Value Ratio,AAA,Forbes,Hotel Class,Hyatt,Northstar,Deal Breakers?,Country,Area,Airport,Direct Flight,To / From Airport,Hotel Brand,Hotel Style,Amenities,Special Room Options,"Food, Beach, Party","Guaranteed
Connecting Rooms",Beds,"High
Rise",# of Rooms,Year Built,Year Renovated,Floors
CC Beach Front Papagayo (Non refundable),88.7,Family,"$10,639.93","$14,846.48",0.82,,,4,,7,Non Refundable,Costa Rica,Playa Panama,Liberia,TRUE,0h 22m,,"Quiet, Family","Beach, Windsurfing, Pets Allowed, Hiking, Watersports Equipment Rentals, Fishing, Spa, Buffet, Wi-Fi Free",,,,2 Double,FALSE,50,2004,,2
Sanctuary White Sands Resort,88.5,Adults Only,"$1,052.80","$1,469.03",8.07,,,5,,,,Cuba,Cayo Cruz,Cayo Coco,TRUE,0h 58m,Memories Hotels,"Business, Romantic","Gym, Tennis, Yoga Classes, Buffet, Evening Entertainment, Beach, Room Service, Swim Up Bar, Watersports Equipment Rentals, Wi-Fi Free",,,,1 King or 2 Twin,FALSE,528,2024,,
Sanctuary At Grand Memories Varadero,88.5,Adults Only,"$1,228.50","$1,714.19",6.92,,,5,,7,,Cuba,Varadero,Varadero,TRUE,0h 38m,,"Charming, Romantic","Beach, Gym, Tennis, Buffet, Swim Up Bar, Nightclub, Evening Entertainment, Spa",,Great Beach,,1 King or 2 Twin,FALSE,960,2011,,3
Royalton Hicacos Varadero Resort & Spa,88.5,Adults Only,"$1,674.40","$2,336.38",5.08,,,5,,7,,Cuba,Varadero,Varadero,TRUE,0h 34m,Royalton,"Romantic, Quiet","Beach, Gym, Room Service, Swim Up Bar, Diving, Watersports Equipment Rentals, Evening Entertainment, Nightclub, Yoga Classes, Buffet, Snorkelling, Spa",,Great Beach,,1 King,FALSE,404,2002,2015,3
Dreams Onyx Resort & Spa,88.5,Family,"$4,585.00","$6,397.70",1.85,4,,4.5,B,8,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 36m,Hyatt,"Trendy, Family","Beach, Kids Club, Teen Club, Lazy River, Kids Club for Under 4, Gym, Tennis, Swim Up Bar, Evening Entertainment, Babysitting, Adult Pool, Buffet, Spa, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids, Waterpark For Big Kids","2 Bedroom Suites, Family Suite, Swim Up Rooms",,Yes,1 King or 2 Double,FALSE,502,2016,,
Secrets Playa Mujeres Golf & Spa Resort,88.5,Adults Only,"$4,956.00","$6,915.38",1.72,4,,5,D,8,,Mexico,Punta Sam,Cancun,TRUE,0h 40m,Hyatt,"Modern, Quiet","Beach, Heated Pool, Gym, Golf Course, Buffet, Spa, Swim Up Bar, Tennis, Evening Entertainment, Nightclub, Restaurants Don't Require Reservations, Wi-Fi Free","Swim Up Rooms, Plunge Pool Rooms",Great Food,,1 King or 2 Full,FALSE,424,2014,,5
Beach Palace All Inclusive,88.5,Family,"$5,565.00","$7,765.15",1.53,4,,5,,7,,Mexico,Cancun,Cancun,TRUE,0h 22m,Palace Resorts,"Lagoon View, Lake View","Beach, Kids Club, Lazy River, Pool Slide, Water Feature, Heated Pool, Gym, Room Service, Swim Up Bar, Evening Entertainment, Nightclub, Babysitting, Buffet, Spa, Wi-Fi Free","Family Suite, 2 Bedroom Suites",,Yes,1 King or 2 Double,TRUE,285,1985,2007,12
Garza Blanca Resort & Spa Los Cabos,88.5,Family,"$7,289.00","$10,170.74",1.17,4,,5,,8,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 29m,Tafer Hotels & Resorts,"Trendy, Business","Beach, Kids Club, Heated Pool, Gym, Bicycles Available, Adult Pool, Swim Up Bar, Horseback Riding, Fishing, Spa, Babysitting, Yoga Classes, Room Service, Diving, Hiking, Tennis",2 Bedroom Suites,Great Food,,1 King or 2 Queen,TRUE,315,2018,,10
Hotel NYX Cancun,88.3,Family,"$2,065.64","$2,882.30",4.02,,,4,,4,Max 3 per Room,Mexico,Cancun,Cancun,TRUE,0h 23m,,"Value, Lagoon View","Beach, Kids Club, Yoga Classes, Buffet, Gym, Spa, Evening Entertainment",,,,1 King and 2 Twin,FALSE,196,2010,,6
Barceló Huatulco,88.3,Family,"$2,108.57","$2,942.20",3.94,,,4.5,,7,,Mexico,Huatulco,Huatulco,TRUE,0h 21m,Barcelo,"Mid-Range, Centrally Located","Beach, Kids Club, Teen Club, Gym, Adult Pool, Buffet, Swim Up Bar, Mini Golf, Room Service, Tennis, Evening Entertainment, Nightclub, Spa, Waterpark For Little Kids",,,,1 King or 2 Double,FALSE,351,1998,2015,6
Barceló Ixtapa,88.3,Family,"$2,228.86","$3,110.05",3.72,NYR,,5,,7,,Mexico,Ixtapa,Aeropuerto Internacional de Zihuatanejo,TRUE,0h 21m,Barcelo,"Marina View, Business","Beach, Kids Club, Gym, Archery, Tennis, Buffet, Swim Up Bar, Bicycles Available, Evening Entertainment, Nightclub, Spa, Waterpark For Little Kids",Family Suite,,,1 King or 2 Single,TRUE,398,1983,2014,12
Sol Grand Premium - All Inclusive,88.3,Family,"$2,895.78","$4,040.64",2.87,,,4.5,,,,Brazil,Costa Do Sauipe,Luis E. Magalhaes,FALSE,1h 16m,,"Family, Business","Gym, Bicycles Available, Buffet, Swim Up Bar, Evening Entertainment, Babysitting, Beach, Adult Pool, Tennis, Kids Club",,,,2 Queen,FALSE,435,,2025,12
Iberostar Waves Paraiso Beach,88.3,Family,"$3,243.19","$4,525.40",2.56,3,,5,,6,,Mexico,Playa Paraiso,Cancun,TRUE,0h 30m,IHG,"Family, Mid-Range","Beach, Kids Club, Lazy River, Gym, Archery, Yoga Classes, Buffet, Swim Up Bar, Bicycles Available, Tennis, Evening Entertainment, Spa, Babysitting, Diving, Golf Course, Nightclub, Wi-Fi Free","2 Bedroom Suites, Family Suite",,Yes,1 King or 2 Double,FALSE,424,,2024,3
Iberostar Waves Paraíso del Mar,88.3,Family,"$3,323.77","$4,637.84",2.50,3,,5,,7,,Mexico,Playa Paraiso,Cancun,TRUE,0h 31m,IHG,"Mid-Range, Ocean View","Beach, Kids Club, Teen Club, Gym, Archery, Yoga Classes, Buffet, Diving, Mini Golf, Evening Entertainment, Nightclub, Babysitting, Swim Up Bar, Bicycles Available, Golf Course, Snorkelling, Spa, Wi-Fi Free","2 Bedroom Suites, Family Suite, Beach Front Rooms",,Yes,1 King or 2 Double,FALSE,388,1997,,3
Sandos Cancun,88.3,Adults Only,"$3,636.78","$5,074.60",2.28,4,,5,,8,,Mexico,Cancun,Cancun,TRUE,0h 21m,Sandos,"Value, Charming","Beach, Buffet",,,,1 King or 2 Double,TRUE,215,1998,2010,8
Grand Palladium White Sand Resort & Spa,88.3,Family,"$4,010.31","$5,595.81",2.07,4,,5,,8,,Mexico,Solidaridad,Cancun,TRUE,1h 3m,Wyndham Hotels,"Quiet, Lagoon View","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Kids Club for Under 4, Gym, Diving, Adult Pool, Swim Up Bar, Mini Golf, Evening Entertainment, Nightclub, Babysitting, Buffet, Tennis, Spa, Waterpark For Little Kids",Adults Only Rooms,,,1 King or 2 Double,FALSE,264,2017,,3
Ocean Coral & Turquesa El Beso Riviera Maya,88.3,Family,"$4,029.90","$5,623.14",2.06,,,5,,7,,Mexico,Puerto Morelos,Cancun,TRUE,0h 27m,H10 Hotels,"Family, Quiet","Beach, Kids Club, Teen Club, Gym, Archery, Room Service, Diving, Fishing, Nightclub, Spa, Babysitting, Buffet, Swim Up Bar, Tennis, Evening Entertainment, Wi-Fi Free, Waterpark For Little Kids",,,,1 King or 2 Twin,FALSE,591,2007,,
Secrets Huatulco Resort & Spa,88.3,Adults Only,"$4,564.00","$6,368.40",1.82,,,4.5,B,9,,Mexico,Huatulco,Huatulco,TRUE,0h 24m,Hyatt,"Trendy, Modern","Beach, Gym, Room Service, Swim Up Bar, Nightclub, Spa, Buffet, Snorkelling, Evening Entertainment, Restaurants Don't Require Reservations",,,,1 King or 2 Double,TRUE,399,2011,,
Hacienda Encantada Resort & Residences,88.3,Family,"$4,699.54","$6,557.53",1.77,4,,4.5,,7,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 41m,Mexico Grand Hotels,"Family Resort, Mountain View","Kids Club, Heated Pool, Gym, Diving, Swim Up Bar, Horseback Riding, Fishing, Spa, Babysitting, Adult Pool, Buffet, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Plunge Pool Rooms, Family Suite, Villas",,,1 King or 2 Queen,FALSE,150,2008,,4
Lopesan Costa Bávaro Resort Spa & Casino,88.3,Family,"$6,037.50","$8,424.46",1.37,4,,5,,6,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 22m,Lopesan Hotels,"Trendy, Quaint","Beach, Kids Club, Teen Club, Arcade, Gym, Adult Pool, Buffet, Diving, Babysitting, Room Service, Casino, Windsurfing, Evening Entertainment, Nightclub, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Adults Only Rooms, Swim Up Rooms",,,1 King or 2 Queen,FALSE,603,2019,,5
Sandals Halcyon Beach (Couples only),88.3,Adults Only,"$6,265.00","$8,741.90",1.32,3,,4.5,,NYR,Couples Only,Saint Lucia,Castries,George F. L. Charles,FALSE,0h 5m,Sandals Resorts International,"Green, Ocean View","Beach, Gym, Diving, Swim Up Bar, Tennis, Evening Entertainment, Nightclub, Spa, Buffet, Fishing, Wi-Fi Paid","Swim Up Rooms, Plunge Pool Rooms, Villas",,,1 King,FALSE,169,1971,2019,
Grand Aston Varadero (11+),88.0,Family,$840.00,"$1,172.10",9.52,,,5,,,"Children 11+, Max 2 per Room",Cuba,Varadero,Varadero,TRUE,0h 18m,,"Business, Romantic","Beach, Gym, Evening Entertainment, Buffet, Nightclub, Wi-Fi Free",,Great Beach,,1 King or 2 Double,TRUE,531,2021,2023,5
Hotel Riu Tequila,88.0,Family,"$2,404.22","$3,354.74",3.33,,,5,,7,,Mexico,Playa del Carmen,Cancun,TRUE,0h 59m,Riu,"Classic, Family Resort","Beach, Kids Club, Gym, Buffet, Watersports Equipment Rentals, Babysitting, Swim Up Bar, Diving, Snorkelling, Windsurfing, Evening Entertainment, Nightclub, Spa, Restaurants Don't Require Reservations, Waterpark For Little Kids",,Great for Parties,,2 Small Double,FALSE,630,1998,2018,2
Hotel Riu Caribe,88.0,Family,"$2,639.42","$3,682.93",3.03,,,4.5,,6,,Mexico,Cancun,Cancun,TRUE,0h 31m,Riu,"Bay View, Ocean View","Beach, Gym, Diving, Swim Up Bar, Tennis, Kids Club, Spa, Buffet, Evening Entertainment, Restaurants Don't Require Reservations, Wi-Fi Paid","Adults Only Rooms, Swim Up Rooms, Family Suite",Great for Parties,,1 King and 1 Sofa Bed,TRUE,506,1998,2022,10
Paradisus Los Cayos,88.0,Family,"$3,038.00","$4,239.09",2.63,,,5,,NYR,,Cuba,Cayo Santa Maria,Santa Clara,TRUE,1h 42m,Melia,"Family, Trendy","Beach, Kids Club, Gym, Tennis, Evening Entertainment, Babysitting, Buffet, Swim Up Bar, Nightclub, Spa, Wi-Fi Paid, Waterpark For Little Kids","Adults Only Rooms, Swim Up Rooms",,,1 King,FALSE,802,2018,,3
Azul Ixtapa Grand Beach Resort Spa & Convention Center,88.0,Family,"$3,579.43","$4,994.58",2.23,,,5,,6,,Mexico,Ixtapa,Ixtapa-Zihuatanejo,TRUE,0h 33m,Azul,"Modern, Trendy","Beach, Kids Club, Gym, Archery, Buffet, Swim Up Bar, Mini Golf, Tennis, Spa, Adult Pool, Snorkelling, Evening Entertainment, Pets Allowed, Waterpark For Little Kids",,,Can't Book Two Rooms,1 King or 2 Double,TRUE,323,,2024,14
Catalonia Playa Maroma,88.0,Family,"$3,857.49","$5,382.57",2.07,3,,5,,6,,Mexico,Playa Maroma,Cancun,TRUE,0h 35m,,"Family, Mid-Range","Beach, Kids Club, Gym, Diving, Tennis, Babysitting, Buffet, Snorkelling, Evening Entertainment, Nightclub, Spa, Wi-Fi Free","Adults Only Rooms, Family Suite, Plunge Pool Rooms",Great Beach,,1 King or 2 Double,FALSE,404,2007,2009,3
Breathless Punta Cana Resort & Spa,88.0,Adults Only,"$4,182.71","$5,836.37",1.91,4,,5,B,8,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 38m,Hyatt,"Trendy, Modern","Beach, Gym, Casino, Lazy River, Room Service, Snorkelling, Evening Entertainment, Buffet, Swim Up Bar, Diving, Tennis, Nightclub, Spa",Swim Up Rooms,Great for Parties,,1 King or 2 Double,FALSE,750,2013,,3
Hotel Riu Palace Costa Mujeres,88.0,Family,"$4,531.80","$6,323.47",1.77,,,5,,7,,Mexico,Playa Mujeres,Cancun,TRUE,0h 40m,Riu,"Trendy, Mid-Range","Beach, Kids Club, Gym, Swim Up Bar, Evening Entertainment, Spa, Babysitting, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids, Waterpark For Big Kids","Adults Only Rooms, Swim Up Rooms",,,1 King or 2 Small Double,FALSE,670,2018,,5
Bahia Principe Luxury Akumal,88.0,Family,"$4,663.26","$6,506.90",1.72,,,5,,6,,Mexico,Akumal,Tulum,TRUE,1h 4m,Bahia Principe,"Family Resort, Luxury","Beach, Kids Club, Gym, Casino, Swim Up Bar, Diving, Tennis, Evening Entertainment, Nightclub, Babysitting, Adult Pool, Buffet, Golf Course, Fishing, Spa, Waterpark For Little Kids","Swim Up Rooms, 2 Bedroom Suites",,Yes,1 King or 2 Double,FALSE,758,2001,,3
Vila Galé Cayo Paredón,88.0,Family,"$5,376.00","$7,501.43",1.49,,,,,,,Cuba,Moron,Cayo Coco,TRUE,0h 25m,,"Business, Romantic","Gym, Kids Club, Beach, Buffet, Swim Up Bar, Tennis, Wi-Fi Free",,,,,FALSE,638,2023,,3
Pueblo Bonito Rosé Resort & Spa,88.0,Family,"$5,398.40","$7,532.68",1.48,3,,5,,6,,Mexico,Los Cabos,Los Cabos,TRUE,0h 37m,Pueblo Bonito,"Family Resort, Mid-Range","Beach, Kids Club, Gym, Diving, Buffet, Tennis, Spa, Babysitting, Room Service, Snorkelling, Fishing, Wi-Fi Paid",,,,1 King or 2 Double,FALSE,260,1997,2001,6
Paradisus Grand Cana - All Suites,88.0,Family,"$5,670.00","$7,911.66",1.41,4,,5,,NYR,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 19m,Melia,"Luxury, Family","Beach, Kids Club, Pool Slide, Water Feature, Arcade, Gym, Yoga Classes, Room Service, Golf Course, Tennis, Evening Entertainment, Nightclub, Diving, Swim Up Bar, Buffet, Mini Golf, Spa, Kids Club for Under 4, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Swim Up Rooms, Family Suite",,Yes,2 Double,FALSE,600,2021,2023,4
Grand Park Royal Cancun,88.0,Family,"$5,786.45","$8,074.15",1.38,3,,5,,7,,Mexico,Cancun,Cancun,TRUE,0h 24m,,"Green, Quiet","Beach, Kids Club, Lazy River, Gym, Buffet, Swim Up Bar, Evening Entertainment, Spa, Adult Pool, Room Service, Restaurants Don't Require Reservations","Swim Up Rooms, Beach Front Rooms, Plunge Pool Rooms",,,1 King or 2 Double,TRUE,311,1975,2010,7
Hyatt Ziva Los Cabos,88.0,Family,"$6,176.10","$8,617.85",1.30,4,,5,E,8,,Mexico,San Jose del Cabo,Los Cabos,TRUE,0h 23m,Hyatt,"Classic, Family","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Heated Pool, Gym, Tennis, Adult Pool, Spa, Babysitting, Buffet, Swim Up Bar, Evening Entertainment, Nightclub, Wi-Fi Free, Waterpark For Little Kids","2 Bedroom Suites, Swim Up Rooms",,Can Request,1 King or 2 Double,FALSE,591,2009,2024,7
Sandals Negril (Couples only),88.0,Adults Only,"$6,617.00","$9,233.06",1.21,4,,5,,NYR,Couples Only,Jamaica,Negril,Sangster,TRUE,1h 18m,Sandals Resorts International,"Luxury, Modern","Beach, Gym, Diving, Buffet, Evening Entertainment, Room Service, Swim Up Bar, Snorkelling, Nightclub, Spa, Wi-Fi Free","Beach Front Rooms, Swim Up Rooms, Plunge Pool Rooms",,,1 King,FALSE,226,1988,2016,
Ventus at Marina El Cid Spa & Beach Resort,87.8,Family,"$3,532.70","$4,929.37",2.21,,,4,,7,,Mexico,Puerto Morelos,Cancun,TRUE,0h 39m,El Cid Resorts,"Marina View, Trendy","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Gym, Bicycles Available, Adult Pool, Buffet, Evening Entertainment, Spa, Babysitting, Swim Up Bar, Wi-Fi Paid","Family Suite, Swim Up Rooms, 2 Bedroom Suites",,,2 Double,FALSE,290,2017,,5
Hilton Vallarta Riviera All-Inclusive Resort,87.8,Family,"$4,754.54","$6,634.27",1.64,4,,4.5,,7,,Mexico,Puerto Vallarta,Ordaz,TRUE,0h 33m,Hilton,"Modern, Great View","Beach, Kids Club, Teen Club, Gym, Snorkelling, Yoga Classes, Buffet, Swim Up Bar, Evening Entertainment, Pets Allowed, Adult Pool, Room Service, Watersports Equipment Rentals, Nightclub, Spa, Wi-Fi Free",Adults Only Rooms,,,2 Queen,TRUE,444,2015,,14
Hyatt Zilara Rose Hall,87.8,Adults Only,"$4,984.00","$6,954.45",1.57,4,,5,E,8,,Jamaica,Montego Bay,Sangster,TRUE,0h 12m,Hyatt,"Modern, Centrally Located","Beach, Gym, Tennis, Swim Up Bar, Evening Entertainment, Buffet, Nightclub, Spa, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Double,FALSE,234,2000,2014,5
Fiesta Americana Puerto Vallarta All Inclusive & Spa,87.8,Family,"$6,216.49","$8,674.21",1.25,4,,4,,7,,Mexico,Puerto Vallarta,Ordaz,TRUE,0h 10m,Fiesta Americana Travelty,"Ocean View, Mid-Range","Beach, Kids Club, Teen Club, Heated Pool, Gym, Buffet, Swim Up Bar, Babysitting, Room Service, Evening Entertainment, Spa, Wi-Fi Free",Family Suite,,,1 King or 2 Double,TRUE,291,1979,2021,9
Hyatt Ziva Rose Hall,87.8,Family,"$6,636.50","$9,260.27",1.18,4,,5,E,8,,Jamaica,Rose Hall,Sangster,TRUE,0h 10m,Hyatt,"Harbour View, Centrally Located","Beach, Kids Club, Gym, Tennis, Adult Pool, Buffet, Swim Up Bar, Nightclub, Spa, Babysitting, Evening Entertainment, Wi-Fi Free",Swim Up Rooms,,Can Request,1 King or 2 Double,FALSE,327,2000,2014,5
Hotel Playa Mazatlan (Non Refundable),87.7,Family,"$2,192.02","$3,058.65",3.51,Approved,,4,,4,Non Refundable,Mexico,Mazatlan,Gen Rafael Buelna,FALSE,0h 34m,,"Residential Neighborhood, Park View","Beach, Kids Club, Heated Pool, Gym, Diving, Buffet, Hiking, Windsurfing, Evening Entertainment, Spa, Room Service, Fishing, Babysitting, Wi-Fi Free, Waterpark For Little Kids",Family Suite,,Yes,1 King or 2 Double,FALSE,80,1955,1999,5
Wyndham Alltra Playa Del Carmen Adults Only All Inclusive,87.7,Adults Only,"$2,582.39","$3,603.35",2.98,3,,4.5,,7,,Mexico,Playa del Carmen,Cancun,TRUE,0h 47m,Wyndham Hotels,"Harbour View, Bay View","Gym, Buffet, Swim Up Bar, Spa, Room Service, Evening Entertainment, Beach",Beach Front Rooms,,,1 King or 2 Double,FALSE,287,1998,2021,3
Grotto Bay Beach Resort & Spa,87.7,Family,"$2,757.68","$3,847.94",2.79,,,4,,7,,Bermuda,Hamilton Parish,Bermuda,FALSE,0h 4m,,"Quiet, Family","Beach, Heated Pool, Gym, Yoga Classes, Buffet, Hiking, Watersports Equipment Rentals, Evening Entertainment, Spa, Diving, Snorkelling, Windsurfing, Fishing, Wi-Fi Free",,,,1 King or 2 Double,FALSE,201,1973,2008,3
Ocean Riviera Paradise,87.7,Family,"$3,845.50","$5,365.84",2.00,,,5,,6,,Mexico,Playa del Carmen,Cancun,TRUE,0h 41m,H10 Hotels,"Family, Quiet","Beach, Kids Club, Teen Club, Gym, Tennis, Spa, Babysitting, Adult Pool, Buffet, Swim Up Bar, Evening Entertainment, Nightclub, Wi-Fi Free, Waterpark For Little Kids",Swim Up Rooms,,,1 King and 1 Sofa Bed,FALSE,974,2016,,
Sunscape Cancun Resort & Spa,87.7,Family,"$3,896.63","$5,437.18",1.98,3,,4.5,C,7,,Mexico,Cancun,Cancun,TRUE,0h 27m,Hyatt,"Green, Mid-Range","Beach, Kids Club, Teen Club, Heated Pool, Gym, Diving, Room Service, Evening Entertainment, Babysitting, Buffet, Fishing, Nightclub, Spa, Waterpark For Little Kids","Beach Front Rooms, Swim Up Rooms",,,1 King or 2 Double,FALSE,458,1986,2021,6
Wyndham Alltra Punta Cana,87.7,Family,"$4,135.25","$5,770.14",1.86,,,,,NYR,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 41m,Wyndham Hotels,"Business, Mid-Range","Beach, Kids Club, Teen Club, Gym, Tennis, Swim Up Bar, Nightclub, Buffet, Evening Entertainment, Spa, Wi-Fi Free",,,,1 King or 2 Double,FALSE,620,2002,2024,3
Paradisus Cancun,87.7,Family,"$4,525.10","$6,314.12",1.70,4,,5,,8,,Mexico,Cancun,Cancun,TRUE,0h 20m,Melia,"Lagoon View, Lake View","Beach, Kids Club, Gym, Diving, Buffet, Swim Up Bar, Golf Course, Evening Entertainment, Adult Pool, Babysitting, Room Service, Tennis, Nightclub, Spa","2 Bedroom Suites, Adults Only Rooms",Great Food,,1 King or 2 Double,TRUE,687,1989,2012,9
Dreams Huatulco Resort & Spa,87.7,Family,"$4,585.00","$6,397.70",1.68,3,,4.5,B,8,,Mexico,Tangolunda,Huatulco,TRUE,0h 20m,Hyatt,"Quiet, Modern","Beach, Kids Club, Kids Club for Under 4, Gym, Archery, Buffet, Snorkelling, Fishing, Babysitting, Yoga Classes, Adult Pool, Room Service, Windsurfing, Evening Entertainment, Spa, Restaurants Don't Require Reservations",,,Can't Book Two Rooms,1 King or 2 Double,FALSE,421,1989,2008,4
Dreams Macao Beach Punta Cana,87.7,Family,"$4,662.00","$6,505.15",1.65,4,,5,C,8,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 32m,Hyatt,"Ocean View, Business","Beach, Kids Club, Teen Club, Lazy River, Kids Club for Under 4, Gym, Archery, Yoga Classes, Buffet, Diving, Snorkelling, Spa, Babysitting, Adult Pool, Room Service, Swim Up Bar, Tennis, Watersports Equipment Rentals, Evening Entertainment, Nightclub, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids, Waterpark For Big Kids","Swim Up Rooms, Villas, Plunge Pool Rooms",,,1 King or 2 Queen,FALSE,500,2020,,1
Catalonia Grand Costa Mujeres All Suites & Spa,87.7,Family,"$4,742.01","$6,616.79",1.62,4,,5,,NYR,,Mexico,Playa Mujeres,Cancun,TRUE,0h 42m,,"Mid-Range, Business","Beach, Kids Club, Teen Club, Gym, Buffet, Spa, Babysitting, Swim Up Bar, Evening Entertainment, Nightclub, Wi-Fi Free",Plunge Pool Rooms,,,1 King and 1 Sofa Bed,FALSE,432,2020,,4
Dreams Estrella del Mar Mazatlán Golf & Spa Resort,87.7,Family,"$4,942.00","$6,895.84",1.56,,,5,B,NYR,,Mexico,Mazatlan,Gen Rafael Buelna,FALSE,0h 27m,Hyatt,"Luxury, Business","Beach, Kids Club, Lazy River, Heated Pool, Kids Club for Under 4, Gym, Buffet, Swim Up Bar, Evening Entertainment, Babysitting, Yoga Classes, Room Service, Golf Course, Spa, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids, Waterpark For Big Kids",Swim Up Rooms,,Can't Book Two Rooms,1 King or 2 Double,FALSE,358,2024,,8
"Almare, A Luxury Collection Adult All-Inclusive Resort, Isla Mujeres",87.7,Adults Only,"$5,474.00","$7,638.17",1.41,,,4,,NYR,,Mexico,Isla Mujeres,Cancun,TRUE,1h 15m,Marriott,"Luxury, Boutique","Beach, Yoga Classes, Buffet, Diving, Spa, Room Service, Swim Up Bar, Wi-Fi Free","2 Bedroom Suites, Plunge Pool Rooms",,,1 King or 2 Double,FALSE,105,2024,,5
Zoetry Marigot Bay St. Lucia,87.7,Family,"$11,361.00","$15,852.63",0.68,,,5,E,9,Max 3 per Room,Saint Lucia,St. Lucia,George F. L. Charles,FALSE,0h 31m,Hyatt,"Family, Modern","Gym, Fishing, Buffet, Swim Up Bar, Spa, Babysitting, Wi-Fi Free",Plunge Pool Rooms,,,1 King or 2 Twin,FALSE,124,2006,2022,4
Starfish Cayo Largo,87.5,Family,"$1,426.95","$1,991.10",5.26,,,4,,,Max 3 per Room,Cuba,Cayo Largo,Cayo Largo del Sur,FALSE,,,"Ocean View, Budget","Beach, Buffet, Kids Club, Evening Entertainment, Wi-Fi Free",,,Can't Book Two Rooms,1 King,FALSE,307,1993,2022,
Meliá Varadero,87.5,Family,"$1,561.00","$2,178.15",4.80,,,5,,6,Max 3 per Room,Cuba,Varadero,Varadero,TRUE,0h 30m,Melia,"Bay View, Family Resort","Kids Club, Beach, Gym, Diving, Snorkelling, Evening Entertainment, Nightclub, Spa, Babysitting, Swim Up Bar, Buffet, Tennis",,Great Beach,Can't Book Two Rooms,1 King,FALSE,490,1991,2013,6
Memories Cayo Largo,87.5,Family,"$2,682.59","$3,743.17",2.80,,,4,,7,,Cuba,Cayo Largo,Cayo Largo del Sur,FALSE,,Memories Hotels,"Romantic, Charming","Beach, Evening Entertainment, Gym, Kids Club, Buffet",Villas,,Can't Book Two Rooms,1 King,FALSE,296,2000,2001,2
GRAND ASTON Cayo Las Brujas Beach Resort & Spa,87.5,Family,"$3,561.30","$4,969.28",2.11,,,5,,NYR,,Cuba,Cayo Las Brujas,Santa Clara,TRUE,1h 31m,,"Family, Trendy","Gym, Tennis, Buffet, Spa, Beach, Babysitting, Evening Entertainment, Nightclub, Kids Club, Wi-Fi Paid",,,,1 King or 2 Twin,FALSE,660,2017,,
Grand Memories Holguin,87.5,Family,"$3,591.00","$5,010.72",2.09,,,5,,,,Cuba,Holguin,Holguin,TRUE,1h 20m,Memories Hotels,"Ocean View, Business","Beach, Kids Club, Teen Club, Gym, Adult Pool, Buffet, Swim Up Bar, Diving, Windsurfing, Nightclub, Babysitting, Spa, Tennis, Evening Entertainment, Wi-Fi Free",,,Can't Book Two Rooms,1 King or 2 Queen,FALSE,430,2020,,
"Hacienda del Mar Los Cabos, Autograph Collection",87.5,Family,"$5,599.02","$7,812.62",1.34,NYR,,4,,8,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 52m,Marriott,"Mid-Range, Charming","Gym, Golf Course, Yoga Classes, Swim Up Bar, Horseback Riding, Fishing, Kids Club, Beach, Babysitting, Heated Pool, Room Service, Evening Entertainment, Spa, Lazy River, Wi-Fi Free","Adults Only Rooms, 2 Bedroom Suites",,,2 Queen,FALSE,270,1995,2021,3
